task,prep_time_min,driver_dist_km,traffic_index,driver_eta_min,food_prep_progress,food_temp_c,outcome
easy,16.25,3.48,1.05,7.3,1.0,75.0,hot
easy,15.83,3.2,1.04,6.66,1.0,75.0,hot
easy,14.98,3.18,1.26,7.99,0.9984,75.0,hot
easy,15.18,3.15,1.35,8.48,1.0,75.0,hot
easy,16.23,1.57,1.17,3.66,1.0,75.0,hot
easy,14.84,2.12,1.21,5.14,0.989,75.0,hot
easy,16.25,2.46,1.23,6.06,1.0,75.0,hot
easy,14.08,2.66,1.35,7.18,0.9389,75.0,hot
easy,14.46,3.23,1.01,6.55,0.9638,75.0,hot
easy,16.86,3.3,1.18,7.8,1.0,75.0,hot
easy,15.58,2.3,1.32,6.05,1.0,75.0,hot
easy,14.68,2.9,1.15,6.67,0.9784,75.0,hot
easy,14.42,3.35,1.23,8.2,0.9613,75.0,hot
easy,15.65,3.0,1.25,7.5,1.0,75.0,hot
easy,14.58,4.11,1.04,8.59,0.9721,75.0,hot
easy,16.26,3.68,1.11,8.21,1.0,75.0,hot
easy,17.23,3.5,1.3,9.07,1.0,75.0,hot
easy,15.03,2.89,1.18,6.82,1.0,75.0,hot
easy,15.39,3.7,1.22,9.02,1.0,75.0,hot
easy,14.09,3.41,1.29,8.82,0.9392,75.0,hot
easy,15.65,3.37,1.17,7.91,1.0,75.0,hot
easy,14.07,2.57,1.04,5.32,0.9381,75.0,hot
easy,15.24,2.96,1.16,6.84,1.0,75.0,hot
easy,12.04,2.38,1.31,6.24,0.803,75.0,hot
easy,14.34,3.18,1.06,6.75,0.9557,75.0,hot
easy,16.44,2.93,1.23,7.2,1.0,75.0,hot
easy,17.33,3.76,1.17,8.79,1.0,75.0,hot
easy,14.41,2.84,1.25,7.1,0.9605,75.0,hot
easy,14.89,2.8,1.35,7.55,0.993,75.0,hot
easy,14.89,4.15,1.21,10.03,0.9924,75.0,hot
easy,16.79,3.18,1.3,8.24,1.0,75.0,hot
easy,14.28,2.57,1.25,6.41,0.9517,75.0,hot
easy,15.99,3.02,1.07,6.47,1.0,75.0,hot
easy,13.64,2.29,1.02,4.68,0.9093,75.0,hot
easy,15.11,3.56,1.2,8.54,1.0,75.0,hot
easy,12.74,2.9,1.18,6.88,0.8493,75.0,hot
easy,17.1,2.27,1.16,5.27,1.0,75.0,hot
easy,16.71,3.22,1.26,8.1,1.0,75.0,hot
easy,15.11,3.16,1.28,8.09,1.0,75.0,hot
easy,14.19,3.44,1.06,7.31,0.946,75.0,hot
easy,15.33,3.09,1.14,7.03,1.0,75.0,hot
easy,14.98,2.69,1.09,5.88,0.9985,75.0,hot
easy,14.65,2.45,1.23,6.03,0.9764,75.0,hot
easy,13.85,3.36,1.08,7.26,0.9233,75.0,hot
medium,13.3,3.06,1.9,11.62,0.8867,75.0,hot
medium,15.99,3.68,1.65,12.15,1.0,75.0,hot
medium,8.68,3.94,2.1,16.52,0.5786,63.23,cold
medium,15.4,4.1,1.66,13.65,1.0,75.0,hot
medium,17.69,1.0,1.0,2.01,1.0,75.0,hot
medium,15.63,2.93,1.89,11.09,1.0,75.0,hot
medium,14.05,1.1,1.12,2.46,0.937,75.0,hot
medium,6.75,3.65,1.44,10.53,0.4501,69.33,hot
medium,13.73,5.62,1.86,20.9,0.9151,64.25,cold
medium,14.49,0.8,1.69,2.69,0.9659,75.0,hot
medium,16.67,4.46,1.79,16.02,1.0,75.0,hot
medium,11.51,7.01,1.21,17.0,0.767,66.75,hot
medium,17.25,1.47,1.22,3.59,1.0,75.0,hot
medium,19.55,3.61,1.75,12.64,1.0,75.0,hot
medium,15.71,3.84,1.91,14.67,1.0,75.0,hot
medium,14.29,1.33,1.26,3.35,0.9527,75.0,hot
medium,16.65,4.59,1.03,9.46,1.0,75.0,hot
medium,12.83,3.13,1.39,8.7,0.8551,75.0,hot
medium,10.87,3.06,1.28,7.84,0.7248,75.0,hot
medium,17.31,5.21,1.46,15.18,1.0,75.0,hot
medium,13.82,4.21,1.26,10.57,0.9216,75.0,hot
medium,11.56,2.59,1.31,6.78,0.7706,75.0,hot
medium,11.51,4.24,1.72,14.59,0.7673,70.38,hot
medium,10.24,4.04,1.43,11.58,0.6826,72.99,hot
medium,16.02,3.98,1.06,8.47,1.0,75.0,hot
medium,11.21,4.04,1.81,14.63,0.7475,69.88,hot
medium,8.36,4.52,1.86,16.78,0.5572,62.36,cold
medium,14.54,4.83,1.29,12.44,0.9694,75.0,hot
medium,14.64,1.57,1.0,3.14,0.9761,75.0,hot
medium,17.83,2.52,1.36,6.88,1.0,75.0,hot
medium,10.84,1.89,1.45,5.46,0.7227,75.0,hot
medium,12.81,4.57,1.64,14.94,0.8541,71.81,hot
medium,15.96,4.36,1.97,17.2,1.0,73.15,hot
medium,11.8,3.92,1.84,14.42,0.7865,71.07,hot
medium,18.79,1.87,1.41,5.25,1.0,75.0,hot
medium,19.07,4.76,1.56,14.84,1.0,75.0,hot
medium,14.35,3.42,1.59,10.87,0.9565,75.0,hot
medium,14.24,3.94,1.52,11.99,0.9495,75.0,hot
medium,12.97,4.8,2.37,22.78,0.8644,60.27,cold
medium,9.67,4.49,1.27,11.41,0.6446,72.39,hot
medium,16.73,4.07,1.73,14.07,1.0,75.0,hot
medium,18.53,4.29,1.84,15.78,1.0,75.0,hot
medium,7.97,6.39,1.61,20.59,0.5311,56.06,cold
medium,18.23,2.17,1.25,5.43,1.0,75.0,hot
medium,15.44,3.97,1.58,12.6,1.0,75.0,hot
medium,18.25,1.35,1.79,4.85,1.0,75.0,hot
medium,15.02,3.69,1.06,7.82,1.0,75.0,hot
medium,16.51,0.5,1.69,1.69,1.0,75.0,hot
medium,10.52,4.08,1.46,11.95,0.7016,72.86,hot
medium,18.51,3.73,1.29,9.64,1.0,75.0,hot
medium,13.48,5.91,1.66,19.63,0.8987,65.78,hot
medium,13.84,3.65,1.03,7.51,0.9229,75.0,hot
medium,16.17,1.36,1.73,4.69,1.0,75.0,hot
medium,15.39,7.58,1.17,17.74,1.0,71.47,hot
medium,14.69,6.7,1.86,24.88,0.9795,59.72,cold
medium,12.91,4.34,1.5,13.01,0.8608,74.85,hot
medium,15.85,2.95,1.47,8.7,1.0,75.0,hot
medium,10.21,4.2,1.64,13.74,0.6804,69.69,hot
medium,14.32,1.58,1.8,5.67,0.9545,75.0,hot
medium,16.09,2.91,1.42,8.24,1.0,75.0,hot
medium,10.5,2.46,1.34,6.59,0.6999,75.0,hot
medium,18.69,3.04,1.69,10.29,1.0,75.0,hot
medium,13.39,4.37,1.46,12.74,0.8923,75.0,hot
medium,17.62,3.2,1.03,6.58,1.0,75.0,hot
medium,10.85,3.2,1.13,7.21,0.7236,75.0,hot
medium,16.23,3.3,2.21,14.61,1.0,75.0,hot
medium,9.79,4.31,1.16,10.0,0.6525,74.68,hot
medium,13.52,4.21,1.0,8.42,0.9013,75.0,hot
medium,15.71,6.85,1.36,18.7,1.0,70.52,hot
medium,15.78,5.54,1.45,16.07,1.0,74.57,hot
medium,13.26,0.59,1.69,1.98,0.8838,75.0,hot
medium,14.66,2.48,1.54,7.63,0.9774,75.0,hot
medium,13.25,3.21,1.68,10.79,0.8833,75.0,hot
medium,10.98,5.57,1.08,12.04,0.7323,73.42,hot
medium,13.01,6.88,1.84,25.31,0.8675,56.55,cold
medium,15.29,2.59,1.34,6.95,1.0,75.0,hot
medium,15.22,4.06,1.47,11.95,1.0,75.0,hot
medium,14.91,3.68,1.07,7.85,0.9938,75.0,hot
medium,13.45,5.37,1.09,11.71,0.8967,75.0,hot
medium,14.43,2.77,1.53,8.5,0.9621,75.0,hot
medium,13.83,6.22,1.65,20.54,0.9223,64.94,cold
medium,11.06,5.01,1.27,12.69,0.7376,72.56,hot
medium,13.27,4.47,1.35,12.09,0.8846,75.0,hot
medium,17.68,2.84,1.31,7.46,1.0,75.0,hot
medium,13.03,3.15,1.83,11.53,0.8687,75.0,hot
medium,16.89,6.56,2.18,28.63,1.0,57.39,cold
medium,11.91,4.11,1.15,9.42,0.7939,75.0,hot
medium,12.67,3.05,1.18,7.23,0.8445,75.0,hot
medium,11.84,3.78,1.13,8.59,0.7896,75.0,hot
medium,17.53,2.62,2.34,12.29,1.0,75.0,hot
medium,13.65,4.11,1.11,9.13,0.9097,75.0,hot
medium,20.12,5.68,1.59,18.05,1.0,75.0,hot
medium,10.96,4.32,1.16,10.04,0.7306,75.0,hot
medium,19.39,5.21,1.53,15.94,1.0,75.0,hot
medium,7.69,2.52,1.71,8.62,0.5127,73.61,hot
medium,18.64,5.66,1.02,11.58,1.0,75.0,hot
medium,15.9,5.52,1.0,11.07,1.0,75.0,hot
medium,14.98,4.41,1.41,12.44,0.9984,75.0,hot
medium,9.44,3.51,1.4,9.84,0.6296,74.4,hot
medium,14.56,3.15,1.37,8.63,0.9704,75.0,hot
medium,14.88,4.66,1.41,13.14,0.9921,75.0,hot
medium,13.77,4.14,1.0,8.28,0.9181,75.0,hot
medium,16.43,4.0,1.51,12.09,1.0,75.0,hot
medium,17.88,1.07,1.0,2.14,1.0,75.0,hot
medium,15.82,3.99,1.55,12.38,1.0,75.0,hot
medium,13.61,5.0,1.78,17.79,0.9076,68.74,hot
medium,16.45,3.61,1.0,7.22,1.0,75.0,hot
medium,17.31,5.83,1.69,19.75,1.0,71.33,hot
medium,12.36,5.01,1.76,17.62,0.8241,67.11,hot
medium,19.68,2.69,1.43,7.69,1.0,75.0,hot
medium,17.24,4.09,1.16,9.52,1.0,75.0,hot
medium,16.24,4.87,1.53,14.86,1.0,75.0,hot
medium,15.66,3.61,1.94,14.04,1.0,75.0,hot
medium,12.3,3.12,1.5,9.38,0.8199,75.0,hot
medium,17.64,1.75,1.11,3.88,1.0,75.0,hot
medium,8.89,4.05,1.16,9.43,0.5925,74.18,hot
medium,13.85,4.99,1.31,13.05,0.9231,75.0,hot
medium,15.69,3.55,1.7,12.08,1.0,75.0,hot
medium,16.43,2.96,1.45,8.59,1.0,75.0,hot
medium,18.13,4.59,1.08,9.92,1.0,75.0,hot
medium,16.97,2.37,1.92,9.13,1.0,75.0,hot
medium,18.07,4.43,1.55,13.72,1.0,75.0,hot
medium,14.37,5.02,1.39,13.94,0.9582,75.0,hot
medium,15.71,5.31,1.33,14.13,1.0,75.0,hot
medium,13.15,2.21,1.18,5.21,0.8768,75.0,hot
medium,9.51,5.09,2.04,20.81,0.6343,58.05,cold
medium,19.28,1.56,1.72,5.36,1.0,75.0,hot
medium,19.27,3.31,1.53,10.15,1.0,75.0,hot
medium,8.98,4.4,1.18,10.39,0.5984,72.88,hot
medium,15.6,1.66,1.66,5.51,1.0,75.0,hot
medium,18.07,2.83,1.16,6.55,1.0,75.0,hot
medium,8.53,3.6,1.33,9.54,0.5688,73.48,hot
medium,10.35,4.68,1.37,12.78,0.6898,71.36,hot
medium,11.77,3.17,1.82,11.54,0.7849,75.0,hot
medium,16.81,3.8,1.69,12.83,1.0,75.0,hot
medium,11.52,4.05,1.54,12.5,0.7678,73.52,hot
medium,13.59,4.65,1.27,11.78,0.906,75.0,hot
medium,16.53,4.83,1.0,9.66,1.0,75.0,hot
medium,18.57,0.5,1.32,1.32,1.0,75.0,hot
medium,18.08,3.52,1.06,7.47,1.0,75.0,hot
medium,11.72,5.54,1.0,11.08,0.7813,75.0,hot
medium,18.39,3.92,1.14,8.95,1.0,75.0,hot
medium,13.25,2.47,1.76,8.71,0.8834,75.0,hot
medium,17.2,1.42,1.38,3.92,1.0,75.0,hot
medium,12.41,5.94,1.09,13.01,0.8274,74.1,hot
medium,19.81,3.95,1.15,9.1,1.0,75.0,hot
medium,12.97,2.8,1.12,6.25,0.8645,75.0,hot
medium,15.28,2.16,1.0,4.32,1.0,75.0,hot
medium,13.86,1.3,1.27,3.3,0.9241,75.0,hot
medium,12.27,2.69,2.1,11.31,0.8182,75.0,hot
medium,15.17,4.37,1.0,8.74,1.0,75.0,hot
medium,13.04,4.32,1.19,10.31,0.8692,75.0,hot
medium,17.72,2.2,1.41,6.21,1.0,75.0,hot
medium,13.24,4.25,1.31,11.11,0.8828,75.0,hot
medium,14.19,3.65,1.28,9.33,0.9458,75.0,hot
medium,16.46,4.36,1.47,12.84,1.0,75.0,hot
medium,13.71,5.19,1.43,14.85,0.9139,73.29,hot
medium,14.08,4.16,2.01,16.7,0.9387,71.07,hot
medium,10.98,5.15,1.0,10.31,0.7319,75.0,hot
medium,15.65,6.36,1.65,20.95,1.0,67.05,hot
medium,15.51,3.16,1.51,9.54,1.0,75.0,hot
medium,14.24,2.82,1.41,7.97,0.9496,75.0,hot
medium,15.6,2.85,1.26,7.17,1.0,75.0,hot
medium,10.92,4.59,1.66,15.26,0.728,68.49,hot
medium,15.69,5.45,1.53,16.63,1.0,73.6,hot
medium,16.18,4.46,1.47,13.12,1.0,75.0,hot
medium,13.41,7.32,1.36,19.98,0.8938,65.14,hot
medium,13.0,4.65,1.58,14.66,0.8668,72.52,hot
medium,10.79,5.68,1.47,16.73,0.719,66.08,hot
medium,11.67,5.78,1.69,19.52,0.7778,63.22,cold
medium,11.21,6.67,1.7,22.63,0.7471,57.86,cold
medium,14.97,6.39,1.55,19.77,0.998,67.8,hot
medium,14.92,3.01,1.67,10.08,0.9944,75.0,hot
medium,16.43,4.02,1.26,10.16,1.0,75.0,hot
medium,15.39,3.9,1.1,8.57,1.0,75.0,hot
medium,10.58,4.85,1.0,9.7,0.7056,75.0,hot
medium,15.62,3.28,1.89,12.43,1.0,75.0,hot
medium,13.52,4.99,1.38,13.78,0.9013,74.61,hot
medium,15.34,5.11,1.36,13.9,1.0,75.0,hot
medium,17.99,2.51,1.59,7.97,1.0,75.0,hot
medium,17.77,4.99,2.07,20.71,1.0,70.59,hot
medium,12.71,1.93,1.2,4.64,0.8473,75.0,hot
medium,16.98,4.75,1.53,14.53,1.0,75.0,hot
medium,11.63,5.15,1.13,11.67,0.7754,74.95,hot
medium,18.48,8.29,1.61,26.68,1.0,62.69,cold
medium,16.75,3.26,1.0,6.52,1.0,75.0,hot
medium,13.19,2.36,1.07,5.03,0.8795,75.0,hot
medium,20.17,4.41,1.61,14.23,1.0,75.0,hot
medium,14.07,3.74,1.79,13.39,0.9382,75.0,hot
medium,14.9,4.8,1.44,13.82,0.9935,75.0,hot
medium,13.97,1.89,1.0,3.78,0.9316,75.0,hot
medium,14.22,4.08,1.11,9.1,0.9477,75.0,hot
medium,14.9,4.08,1.0,8.16,0.9931,75.0,hot
medium,12.25,4.61,1.62,14.9,0.817,71.03,hot
medium,11.54,4.24,1.81,15.31,0.7693,69.34,hot
medium,17.33,3.86,1.36,10.49,1.0,75.0,hot
medium,13.11,4.7,1.56,14.66,0.8741,72.68,hot
medium,16.89,4.2,1.75,14.66,1.0,75.0,hot
medium,15.28,5.18,1.76,18.24,1.0,70.57,hot
medium,12.59,1.29,1.96,5.06,0.8391,75.0,hot
medium,15.77,1.43,1.29,3.67,1.0,75.0,hot
medium,17.32,3.58,1.35,9.64,1.0,75.0,hot
medium,19.2,2.43,1.26,6.12,1.0,75.0,hot
medium,15.63,4.59,1.65,15.12,1.0,75.0,hot
medium,17.73,4.3,1.65,14.16,1.0,75.0,hot
medium,14.22,4.09,1.53,12.55,0.9482,75.0,hot
medium,15.65,5.16,1.67,17.19,1.0,72.68,hot
medium,15.13,2.79,1.52,8.47,1.0,75.0,hot
medium,14.92,4.29,2.16,18.55,0.9944,69.55,hot
medium,13.43,4.63,1.82,16.87,0.8952,69.84,hot
medium,15.29,7.51,1.39,20.82,1.0,66.71,hot
medium,15.97,2.8,1.39,7.81,1.0,75.0,hot
medium,15.75,5.27,1.6,16.82,1.0,73.39,hot
medium,18.78,3.86,1.4,10.8,1.0,75.0,hot
medium,23.11,4.59,1.28,11.79,1.0,75.0,hot
medium,12.92,2.59,1.78,9.21,0.8611,75.0,hot
medium,13.91,4.19,1.48,12.41,0.9271,75.0,hot
medium,17.19,2.73,1.18,6.43,1.0,75.0,hot
medium,15.67,4.9,1.6,15.68,1.0,74.99,hot
medium,12.57,5.02,1.28,12.81,0.8381,74.64,hot
medium,13.44,2.58,1.89,9.77,0.8957,75.0,hot
medium,16.9,4.91,1.87,18.39,1.0,72.76,hot
medium,23.44,1.44,1.28,3.67,1.0,75.0,hot
medium,13.15,2.72,1.18,6.41,0.8768,75.0,hot
medium,14.1,2.18,1.6,6.96,0.9401,75.0,hot
medium,15.16,4.72,1.65,15.6,1.0,74.33,hot
medium,16.81,3.44,2.14,14.7,1.0,75.0,hot
medium,15.7,1.21,1.2,2.89,1.0,75.0,hot
medium,9.78,4.03,1.46,11.78,0.6519,71.99,hot
medium,13.59,7.02,1.66,23.36,0.9063,60.35,cold
medium,17.18,2.6,1.2,6.25,1.0,75.0,hot
medium,15.11,4.26,1.0,8.52,1.0,75.0,hot
medium,14.46,4.02,1.44,11.54,0.9639,75.0,hot
medium,12.56,3.19,1.45,9.23,0.8373,75.0,hot
medium,15.27,4.91,1.82,17.9,1.0,71.05,hot
medium,14.12,3.32,1.63,10.82,0.9411,75.0,hot
medium,16.83,3.35,1.74,11.63,1.0,75.0,hot
medium,17.94,5.94,2.03,24.15,1.0,65.69,hot
medium,12.4,4.02,1.5,12.09,0.8267,75.0,hot
medium,14.71,3.03,1.05,6.38,0.9804,75.0,hot
medium,15.28,2.85,1.53,8.69,1.0,75.0,hot
medium,12.62,2.35,1.57,7.38,0.8412,75.0,hot
medium,15.45,4.87,2.16,20.99,1.0,66.69,hot
medium,15.83,4.73,1.18,11.13,1.0,75.0,hot
medium,11.14,6.37,1.22,15.59,0.7426,68.32,hot
medium,11.87,3.94,1.47,11.61,0.7912,75.0,hot
medium,12.29,3.54,1.87,13.24,0.8195,73.58,hot
medium,12.58,1.91,1.78,6.81,0.8388,75.0,hot
medium,16.48,3.07,1.03,6.29,1.0,75.0,hot
medium,12.77,3.92,1.85,14.49,0.8511,72.41,hot
medium,11.89,3.87,1.7,13.19,0.7927,73.05,hot
medium,7.86,5.55,1.15,12.71,0.5237,67.71,hot
medium,16.0,4.37,1.83,15.95,1.0,75.0,hot
medium,16.65,0.5,1.26,1.26,1.0,75.0,hot
medium,15.41,3.71,1.64,12.19,1.0,75.0,hot
medium,17.37,4.91,1.44,14.11,1.0,75.0,hot
medium,9.46,3.32,1.62,10.78,0.6307,73.02,hot
medium,11.73,4.95,1.77,17.54,0.7819,66.29,hot
medium,15.38,0.5,1.12,1.12,1.0,75.0,hot
medium,20.66,3.18,1.0,6.36,1.0,75.0,hot
medium,18.71,4.02,1.83,14.73,1.0,75.0,hot
medium,15.83,4.69,1.61,15.08,1.0,75.0,hot
medium,17.09,7.42,1.79,26.57,1.0,60.79,cold
medium,10.26,4.67,1.84,17.21,0.6839,64.58,cold
medium,18.61,3.36,1.85,12.43,1.0,75.0,hot
medium,17.78,7.86,1.27,20.04,1.0,71.62,hot
medium,13.48,3.54,1.35,9.58,0.8985,75.0,hot
medium,12.33,0.5,1.37,1.37,0.822,75.0,hot
medium,16.11,3.26,2.08,13.57,1.0,75.0,hot
medium,15.04,5.94,1.58,18.74,1.0,69.45,hot
medium,17.48,4.42,1.91,16.89,1.0,75.0,hot
medium,15.17,4.74,1.61,15.28,1.0,74.84,hot
medium,14.14,4.61,2.17,20.0,0.9423,66.2,hot
medium,14.19,4.63,1.88,17.38,0.9459,70.21,hot
medium,18.42,4.02,1.0,8.04,1.0,75.0,hot
medium,16.55,0.67,1.94,2.6,1.0,75.0,hot
medium,15.51,5.5,1.23,13.52,1.0,75.0,hot
medium,10.34,4.39,1.49,13.08,0.6895,70.89,hot
medium,13.53,4.13,2.33,19.23,0.9017,66.44,hot
medium,17.5,5.57,1.75,19.55,1.0,71.94,hot
medium,19.44,3.71,1.0,7.43,1.0,75.0,hot
medium,14.43,5.22,1.21,12.62,0.9623,75.0,hot
medium,14.47,2.96,1.95,11.56,0.9647,75.0,hot
medium,17.25,4.98,1.69,16.79,1.0,75.0,hot
medium,14.89,4.3,1.14,9.83,0.9926,75.0,hot
medium,8.44,4.23,1.6,13.5,0.5627,67.42,hot
medium,18.63,6.36,1.97,25.06,1.0,65.35,hot
medium,12.01,3.47,1.64,11.42,0.8004,75.0,hot
medium,22.6,6.22,1.84,22.84,1.0,74.64,hot
medium,13.84,2.68,1.74,9.29,0.9224,75.0,hot
medium,11.7,3.64,1.47,10.68,0.7799,75.0,hot
medium,19.78,3.47,1.0,6.94,1.0,75.0,hot
medium,16.51,2.95,1.51,8.93,1.0,75.0,hot
medium,14.74,3.59,1.74,12.47,0.9827,75.0,hot
medium,10.4,3.22,1.71,11.0,0.6934,74.11,hot
medium,13.16,1.59,1.7,5.4,0.8772,75.0,hot
medium,18.37,3.93,1.0,7.87,1.0,75.0,hot
medium,17.12,1.51,1.59,4.81,1.0,75.0,hot
medium,12.34,2.26,1.37,6.18,0.8225,75.0,hot
medium,14.45,3.03,1.68,10.17,0.9633,75.0,hot
medium,13.66,5.47,1.58,17.33,0.9108,69.49,hot
medium,12.91,2.7,1.01,5.43,0.8605,75.0,hot
medium,15.87,3.47,1.0,6.94,1.0,75.0,hot
medium,13.39,2.65,1.97,10.45,0.8929,75.0,hot
medium,9.89,1.84,1.83,6.74,0.6594,75.0,hot
medium,19.07,2.88,1.31,7.55,1.0,75.0,hot
medium,16.85,0.51,1.0,1.02,1.0,75.0,hot
medium,14.16,6.32,1.37,17.32,0.9439,70.26,hot
medium,15.3,5.7,2.13,24.31,1.0,61.49,cold
medium,13.27,3.97,2.05,16.27,0.8846,70.5,hot
medium,10.43,5.54,1.19,13.24,0.6956,70.79,hot
medium,15.31,3.64,1.21,8.82,1.0,75.0,hot
medium,12.05,4.41,1.8,15.88,0.8034,69.25,hot
medium,14.61,4.11,1.67,13.72,0.9741,75.0,hot
medium,12.09,5.11,1.75,17.84,0.8057,66.37,hot
medium,22.81,3.44,1.36,9.36,1.0,75.0,hot
medium,17.31,5.23,1.34,14.01,1.0,75.0,hot
medium,13.79,4.81,1.25,12.05,0.9194,75.0,hot
medium,13.77,4.13,1.8,14.87,0.9179,73.34,hot
medium,13.19,1.24,1.0,2.47,0.8791,75.0,hot
medium,11.22,2.03,1.45,5.9,0.7481,75.0,hot
medium,11.43,2.95,1.27,7.47,0.7622,75.0,hot
medium,13.68,5.98,1.7,20.33,0.9119,65.03,hot
medium,15.05,3.31,1.37,9.07,1.0,75.0,hot
medium,15.98,4.88,1.23,11.97,1.0,75.0,hot
medium,15.11,0.95,1.56,2.98,1.0,75.0,hot
medium,17.29,3.58,2.04,14.64,1.0,75.0,hot
medium,12.36,4.33,1.49,12.89,0.8238,74.21,hot
medium,14.7,3.83,1.53,11.73,0.9799,75.0,hot
medium,17.54,6.07,1.5,18.19,1.0,74.03,hot
medium,17.45,2.95,1.73,10.2,1.0,75.0,hot
medium,12.71,5.64,2.16,24.38,0.8476,57.5,cold
medium,14.63,0.71,1.34,1.9,0.9756,75.0,hot
medium,18.7,4.83,1.57,15.21,1.0,75.0,hot
medium,18.03,4.73,1.87,17.63,1.0,75.0,hot
medium,17.76,6.28,1.61,20.2,1.0,71.34,hot
medium,17.72,3.54,1.32,9.34,1.0,75.0,hot
medium,20.12,4.32,1.74,15.06,1.0,75.0,hot
medium,15.37,3.12,1.5,9.38,1.0,75.0,hot
medium,19.31,4.83,1.0,9.67,1.0,75.0,hot
medium,14.35,6.67,1.44,19.16,0.957,67.79,hot
medium,9.6,6.84,1.7,23.32,0.6399,54.42,cold
medium,14.79,3.44,1.82,12.56,0.986,75.0,hot
medium,13.37,5.72,1.66,19.03,0.8916,66.52,hot
medium,15.73,4.22,1.45,12.21,1.0,75.0,hot
medium,18.14,2.7,1.01,5.48,1.0,75.0,hot
medium,16.84,4.95,1.64,16.27,1.0,75.0,hot
medium,16.22,3.52,1.74,12.22,1.0,75.0,hot
medium,14.86,3.27,1.41,9.2,0.9909,75.0,hot
medium,21.06,1.4,1.65,4.61,1.0,75.0,hot
medium,9.96,3.84,1.37,10.51,0.6642,74.17,hot
medium,8.74,4.58,1.39,12.71,0.583,69.06,hot
medium,8.7,5.26,1.93,20.31,0.5802,57.59,cold
medium,19.47,4.54,1.51,13.74,1.0,75.0,hot
medium,18.98,6.52,1.84,24.01,1.0,67.47,hot
medium,12.18,4.3,1.63,14.04,0.8117,72.2,hot
medium,9.57,4.7,2.18,20.53,0.6381,58.57,cold
medium,16.92,6.21,1.55,19.31,1.0,71.41,hot
medium,14.78,4.57,1.26,11.48,0.9854,75.0,hot
medium,12.11,5.9,1.91,22.56,0.8072,59.33,cold
medium,12.03,5.45,1.47,16.07,0.8018,68.93,hot
medium,16.02,4.69,1.8,16.87,1.0,73.73,hot
medium,15.25,6.12,1.59,19.48,1.0,68.65,hot
medium,16.87,2.75,2.15,11.81,1.0,75.0,hot
medium,16.41,5.07,1.02,10.32,1.0,75.0,hot
medium,12.53,5.86,1.59,18.58,0.8355,65.93,hot
medium,9.26,5.56,1.34,14.86,0.6172,66.6,hot
medium,19.23,3.87,1.56,12.08,1.0,75.0,hot
medium,18.54,2.65,1.2,6.38,1.0,75.0,hot
medium,14.41,5.24,1.1,11.54,0.9607,75.0,hot
medium,10.0,5.24,1.32,13.81,0.6664,69.27,hot
medium,13.82,1.21,1.3,3.15,0.9216,75.0,hot
medium,14.98,5.4,1.27,13.69,0.9985,75.0,hot
medium,19.97,2.97,1.3,7.7,1.0,75.0,hot
medium,19.61,4.32,1.33,11.52,1.0,75.0,hot
medium,14.53,6.03,1.94,23.39,0.969,61.71,cold
medium,12.55,3.94,1.53,12.02,0.8366,75.0,hot
medium,12.04,3.92,1.5,11.76,0.8028,75.0,hot
medium,18.42,5.81,1.4,16.29,1.0,75.0,hot
medium,14.36,5.0,1.32,13.24,0.9572,75.0,hot
medium,16.77,3.87,1.21,9.35,1.0,75.0,hot
medium,12.13,6.17,1.45,17.93,0.8086,66.3,hot
medium,19.92,3.23,1.59,10.25,1.0,75.0,hot
medium,22.18,2.41,1.0,4.83,1.0,75.0,hot
medium,18.86,2.76,1.49,8.25,1.0,75.0,hot
medium,13.24,4.4,1.21,10.7,0.8828,75.0,hot
medium,14.46,4.67,1.2,11.2,0.964,75.0,hot
medium,12.9,3.48,1.07,7.45,0.86,75.0,hot
medium,13.73,4.18,1.38,11.53,0.9155,75.0,hot
medium,14.19,3.97,1.3,10.35,0.9457,75.0,hot
medium,17.07,6.15,1.36,16.75,1.0,75.0,hot
medium,16.46,3.64,1.61,11.72,1.0,75.0,hot
medium,19.7,4.76,1.0,9.53,1.0,75.0,hot
medium,16.36,5.85,1.43,16.77,1.0,74.39,hot
medium,17.99,2.96,1.05,6.25,1.0,75.0,hot
medium,15.42,1.37,1.43,3.9,1.0,75.0,hot
medium,18.86,1.14,1.12,2.53,1.0,75.0,hot
medium,11.9,3.91,1.39,10.86,0.7936,75.0,hot
medium,19.2,5.43,1.65,17.91,1.0,75.0,hot
medium,15.44,4.59,1.24,11.4,1.0,75.0,hot
medium,17.57,2.33,1.75,8.16,1.0,75.0,hot
medium,18.56,4.32,1.45,12.49,1.0,75.0,hot
medium,16.2,0.5,1.59,1.59,1.0,75.0,hot
medium,14.66,3.92,1.71,13.44,0.9773,75.0,hot
medium,14.78,2.29,1.46,6.67,0.985,75.0,hot
medium,15.2,4.17,1.55,12.92,1.0,75.0,hot
medium,18.12,2.37,1.55,7.36,1.0,75.0,hot
medium,18.87,1.4,1.55,4.34,1.0,75.0,hot
medium,13.24,3.44,1.23,8.46,0.8829,75.0,hot
medium,14.49,6.76,1.12,15.16,0.9661,74.0,hot
medium,11.49,2.05,2.02,8.26,0.7661,75.0,hot
medium,13.61,3.96,1.38,10.93,0.9075,75.0,hot
medium,12.17,3.65,2.24,16.32,0.8111,68.77,hot
